Series_Title,Released_Year,Runtime,IMDB_Rating,Director,Star1,No_of_Votes,Gross,Metascore,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_Horror,Genre_Mystery,Genre_Thriller,Genre_Western
Andhadhun,2018,0.573690078091981,1.273635862343695,Sriram Raghavan,Ayushmann Khurrana,-0.6167859851289581,-0.6313310862073442,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Drishyam,2013,1.321563418456473,1.273635862343695,Jeethu Joseph,Mohanlal,-0.7425557620543174,-0.5817543896164152,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Jagten,2012,-0.2810223108960101,1.273635862343695,Thomas Vinterberg,Mads Mikkelsen,0.0242355484297194,-0.6347476154236256,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Jodaeiye Nader az Simin,2011,0.0038818187666536026,1.273635862343695,Asghar Farhadi,Payman Maadi,-0.16408752458847037,-0.6028522204226959,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Incendies,2010,0.28878594842931726,1.273635862343695,Denis Villeneuve,Lubna Azabal,-0.37795390661310324,-0.6040531332430684,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Miracle in cell NO.7,2019,0.32439896463715023,1.273635862343695,Mehmet Ada Öztekin,Aras Bulut Iynemli,-0.7327363492955591,3.5744714557794457,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Babam ve Oglum,2005,-0.38786135951950895,1.273635862343695,Çagan Irmak,Çetin Tekindor,-0.5952401214659497,1.6595024024228195,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Inglourious Basterds,2009,1.0722723050016425,1.273635862343695,Quentin Tarantino,Brad Pitt,3.038352123491753,-0.03849231066480602,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Eternal Sunshine of the Spotless Mind,2004,-0.5303134243508408,1.273635862343695,Michel Gondry,Jim Carrey,1.9497359013524775,-0.4670293714630475,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Amélie,2001,-0.03173119744117936,1.273635862343695,Jean-Pierre Jeunet,Audrey Tautou,1.3145027175495079,-0.47287385431777307,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Snatch,2000,-0.6727654891821726,1.273635862343695,Guy Ritchie,Jason Statham,1.5534662105529526,-0.4872877483082151,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Requiem for a Dream,2000,-0.7439915215978385,1.273635862343695,Darren Aronofsky,Ellen Burstyn,1.5072235916756507,-0.620080232096785,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
American Beauty,1999,-0.03173119744117936,1.273635862343695,Sam Mendes,Kevin Spacey,2.4328338946384895,0.009046924466544533,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Good Will Hunting,1997,0.11072086739015248,1.273635862343695,Gus Van Sant,Robin Williams,1.7967511008924957,0.050521558809772896,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Bacheha-Ye aseman,1997,-1.2069607322996672,1.273635862343695,Majid Majidi,Mohammad Amir Naji,-0.6367548749408867,-0.6335200771189258,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Toy Story,1995,-1.4918648619623307,1.273635862343695,John Lasseter,Tom Hanks,1.87567008491659,0.31599434315231323,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Braveheart,1995,1.9625977101974665,1.273635862343695,Mel Gibson,Mel Gibson,2.094955022441154,-0.2620663781881339,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Reservoir Dogs,1992,-0.8508305702213375,1.273635862343695,Quentin Tarantino,Harvey Keitel,1.9708172300826097,-0.6240773033335363,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Full Metal Jacket,1987,-0.24540929468817713,1.273635862343695,Stanley Kubrick,Matthew Modine,1.2269012088918523,-0.40754302978587603,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Idi i smotri,1985,0.6805291267154798,1.273635862343695,Elem Klimov,Aleksey Kravchenko,-0.6559627831851431,2.9856446014495024,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Aliens,1986,0.5024640456763151,1.273635862343695,James Cameron,Sigourney Weaver,1.1583609132364923,-0.21450542279060764,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Amadeus,1984,1.321563418456473,1.273635862343695,Milos Forman,F. Murray Abraham,0.2912942364195523,-0.3796073994994687,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Scarface,1983,1.6776935805348028,1.273635862343695,Brian De Palma,Al Pacino,1.427888971132667,-0.41131743098282936,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Star Wars: Episode VI - Return of the Jedi,1983,0.28878594842931726,1.273635862343695,Richard Marquand,Mark Hamill,2.0683328921761235,0.8996913044198981,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Das Boot,1981,0.9298202401703106,1.273635862343695,Wolfgang Petersen,Jürgen Prochnow,-0.12786296827674865,-0.5810166169471861,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Taxi Driver,1976,-0.31663532710384307,1.273635862343695,Martin Scorsese,Robert De Niro,1.3781501156552967,-0.49756374254726965,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
The Sting,1973,0.21755991601365138,1.273635862343695,George Roy Hill,Paul Newman,-0.0983466631338643,0.1558223892781708,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
A Clockwork Orange,1971,0.4668510294684821,1.273635862343695,Stanley Kubrick,Malcolm McDowell,1.4798221429377028,-0.6072836671337632,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
2001: A Space Odyssey,1968,0.9298202401703106,1.273635862343695,Stanley Kubrick,Keir Dullea,1.007992177924813,-0.35482279976574566,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Per qualche dollaro in più,1965,0.32439896463715023,1.273635862343695,Sergio Leone,Clint Eastwood,-0.12506047792512048,-0.5635432747173965,10.0,False,False,False,False,False,False,False,False,False,False,False,False,True
Lawrence of Arabia,1962,3.7432485205891144,1.273635862343695,David Lean,Peter O'Toole,-0.01713862210500501,-0.4151721464209967,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
The Apartment,1960,0.07510785118231952,1.273635862343695,Billy Wilder,Jack Lemmon,-0.334128703077282,-0.5456337561116977,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
North by Northwest,1959,0.4668510294684821,1.273635862343695,Alfred Hitchcock,Cary Grant,0.07794740004353101,-0.5721249190492939,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Vertigo,1958,0.1819468998058184,1.273635862343695,Alfred Hitchcock,James Stewart,0.2771167525142054,-0.6222466968138536,10.0,False,False,False,False,False,False,False,False,False,False,True,False,False
Singin' in the Rain,1952,-0.7083785053900056,1.273635862343695,Stanley Donen,Gene Kelly,-0.1672812022519943,-0.5942927838938696,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Ikiru,1952,0.7161421429233128,1.273635862343695,Akira Kurosawa,Takashi Shimura,-0.6272135719116793,-0.6378914572945362,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Ladri di biciclette,1948,-1.2069607322996672,1.273635862343695,Vittorio De Sica,Lamberto Maggiorani,-0.3889438251566746,-0.6365099866774205,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Double Indemnity,1944,-0.5659264405586738,1.273635862343695,Billy Wilder,Fred MacMurray,-0.3978127749935611,-0.6097100337898644,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Citizen Kane,1941,-0.13857024606467824,1.273635862343695,Orson Welles,Orson Welles,0.39625468204258196,-0.6302779517898002,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
M - Eine Stadt sucht einen Mörder,1931,-0.20979627848034416,1.273635862343695,Fritz Lang,Peter Lorre,-0.398090884723112,-0.638022609694259,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Metropolis,1927,1.0722723050016425,1.273635862343695,Fritz Lang,Brigitte Helm,-0.3474871385483471,-0.6320165083587158,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
The Kid,1921,-1.9548340726641593,1.273635862343695,Charles Chaplin,Charles Chaplin,-0.4901421490535818,-0.6110532476852919,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Chhichhore,2019,0.7161421429233128,0.9104662409169177,Nitesh Tiwari,Sushant Singh Rajput,-0.7328647076322748,-0.6336959784408315,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Uri: The Surgical Strike,2018,0.5380770618841481,0.9104662409169177,Aditya Dhar,Vicky Kaushal,-0.7036754106329284,-0.617340642884869,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
K.G.F: Chapter 1,2018,1.1791113536251414,0.9104662409169177,Prashanth Neel,Yash,-0.7243472151459197,3.4008073760134323,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Green Book,2018,0.25317293222148435,0.9104662409169177,Peter Farrelly,Viggo Mortensen,0.31842368772969776,-0.21490379515766,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
"Three Billboards Outside Ebbing, Missouri",2017,-0.2810223108960101,0.9104662409169177,Martin McDonagh,Frances McDormand,0.4856746004703779,-0.3669677020199677,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False
Talvar,2015,0.32439896463715023,0.9104662409169177,Meghna Gulzar,Irrfan Khan,-0.7412721786871594,-0.6364630239397433,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Baahubali 2: The Conclusion,2017,1.5708545319113039,0.9104662409169177,S.S. Rajamouli,Prabhas,-0.6061719731429116,-0.5377403397557534,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Klaus,2019,-0.9576696188448364,0.9104662409169177,Sergio Pablos,Carlos Martínez López,-0.516281407480491,0.10107909008660815,10.0,False,True,False,False,False,False,False,False,False,False,False,False,False
Drishyam,2015,1.428402467079972,0.9104662409169177,Nishikant Kamat,Ajay Devgn,-0.6213946606472299,-0.6344874647412789,10.0,False,False,False,False,True,False,False,False,False,False,False,False,False
Queen,2013,0.8229811915468117,0.9104662409169177,Vikas Bahl,Kangana Ranaut,-0.6509354149971078,-0.6310545284160084,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False
Mandariinid,2013,-1.2781867647153329,0.9104662409169177,Zaza Urushadze,Lembit Ulfsak,-0.7130333446096846,-0.6374473957555742,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
Bhaag Milkha Bhaag,2013,2.24750183986013,0.9104662409169177,Rakeysh Omprakash Mehra,Farhan Akhtar,-0.6496029332159629,-0.6300756986012127,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False
Gangs of Wasseypur,2012,7.055259027917579,0.9104662409169177,Anurag Kashyap,Manoj Bajpayee,-0.5847269624587513,-0.6120097105012955,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False
Udaan,2010,0.3956249970528162,0.9104662409169177,Vikramaditya Motwane,Rajat Barmecha,-0.707046345047155,-0.6381291514304978,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False
