Quantity,Price,Date,Customer_Asha,Customer_John,Customer_Kiran,Customer_Meera,Customer_Neha,Customer_Pooja,Customer_Ravi,Customer_Sita,Customer_Vijay,Product_Desk,Product_Keyboard,Product_Laptop,Product_Mobile,Product_Monitor,Product_Mouse,Product_Tablet
0.7046355092396217,0.8100232701365812,15-10-2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.02710136573998547,-1.427700835720256,16-09-2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
-0.6504327777596507,0.3311950021215661,04-09-2025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.382169652739258,-1.1715471768959635,25-09-2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.382169652739258,1.5541924710613804,13-10-2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1.382169652739258,-1.0866816789876113,02-10-2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
-0.6504327777596507,-1.4678756952805403,29-10-2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.7046355092396217,-1.421005025793542,06-09-2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-1.3279669212592868,1.5963137869957091,29-10-2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-1.3279669212592868,0.6987638237961817,14-10-2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.382169652739258,-1.510853452019449,25-10-2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-0.6504327777596507,0.063284746798043,03-10-2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.02710136573998547,-1.6094220028010764,13-09-2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-0.6504327777596507,-1.485860952176714,11-10-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.7046355092396217,0.9061782150143932,14-09-2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
-1.3279669212592868,1.854647476958932,06-10-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
-1.3279669212592868,0.22336131899948544,21-09-2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
-1.3279669212592868,-0.6442132160397525,14-09-2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.02710136573998547,-1.3891609995141694,11-10-2025,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.3279669212592868,-0.3143277897666437,01-10-2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-0.6504327777596507,-0.9482497016655467,13-09-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.382169652739258,1.3601696996965968,07-09-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.6504327777596507,-1.517159970671354,28-09-2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.3279669212592868,-0.2159149554949398,27-10-2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.7046355092396217,-0.5651092289985727,01-10-2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1.382169652739258,-0.9889695690105633,16-10-2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.7046355092396217,-0.9668578246014147,17-09-2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-1.3279669212592868,0.8537796094251078,29-09-2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.3279669212592868,-0.36259990784295415,08-10-2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.382169652739258,1.6403037010491213,04-09-2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.02710136573998547,-0.3118363256078664,04-10-2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.7046355092396217,-1.485471660901905,13-09-2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
-1.3279669212592868,-1.7737807790254174,21-09-2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.7046355092396217,1.0900794132341436,21-10-2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.02710136573998547,-1.647183256457545,07-09-2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.382169652739258,-0.7276772653587925,10-10-2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.02710136573998547,1.3174255177225735,28-10-2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
-0.6504327777596507,1.329182114221804,26-10-2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.7046355092396217,0.8843779036250917,12-10-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.02710136573998547,1.0703812747288106,19-10-2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.7046355092396217,1.51853339028888,03-10-2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.7046355092396217,-0.0204907355408442,02-10-2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.02710136573998547,0.716204072907623,26-10-2025,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.02710136573998547,0.0028667409476931245,06-10-2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
-1.3279669212592868,0.5750470566618957,30-09-2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.6504327777596507,-0.24176389614225444,08-09-2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
-1.3279669212592868,1.9867729356290915,18-09-2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.02710136573998547,-1.4606348775690936,11-09-2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.02710136573998547,-0.5306180220504993,01-09-2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7046355092396217,0.024744910591956416,20-10-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.382169652739258,-0.8315401774778218,21-09-2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.02710136573998547,-1.0052419442975777,15-09-2025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.6504327777596507,0.9985181053990774,02-10-2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.02710136573998547,-1.6038940666987893,25-09-2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.7046355092396217,-0.46420493056809153,25-09-2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.02710136573998547,-0.018077129637028674,02-10-2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.02710136573998547,0.03510005850187463,27-09-2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7046355092396217,1.3642183289546101,28-09-2025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6504327777596507,-0.9336123497327299,28-10-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1.382169652739258,0.6224627339336265,29-09-2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.7046355092396217,0.8185098199274164,14-09-2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0.02710136573998547,-0.2567126810949183,28-10-2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
-0.6504327777596507,0.8746456217548678,03-10-2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.382169652739258,-0.6610305991114994,20-10-2025,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.02710136573998547,-0.3782494170902742,24-09-2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1.382169652739258,1.0625175909776696,30-09-2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
-1.3279669212592868,-0.3955339496917918,19-10-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.3279669212592868,-0.11314205894537557,10-10-2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
-1.3279669212592868,-1.045416803857862,29-10-2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.3279669212592868,0.7239120401488403,17-10-2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.6504327777596507,0.12930854700564182,25-10-2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.382169652739258,0.4810721429230139,16-09-2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.02710136573998547,0.6484673910908647,28-09-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.7046355092396217,1.0122990165273145,14-10-2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.3279669212592868,-0.00686554092253076,08-10-2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.7046355092396217,1.1270620843409944,13-10-2025,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.3279669212592868,1.0377586658998201,25-10-2025,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.3279669212592868,0.9474430901441424,03-09-2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1.382169652739258,-0.12840227691788664,20-09-2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0.7046355092396217,-0.8016426075724941,22-09-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.6504327777596507,0.20086028331552783,21-10-2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-1.3279669212592868,0.7720284417152271,27-09-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.02710136573998547,0.7121554436496098,10-09-2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.382169652739258,-0.583639493679479,17-10-2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
